Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
Recruiting,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,3153,13141
Recruiting,12-01-2020,355184,December,202012,2020,Marketing Cloud,Email,5682,7103
Recruiting,12-01-2020,19871,December,202012,2020,Marketing Cloud,Email,12645,14704
Recruiting,11-01-2020,723568,November,202011,2020,TargetX Email,Email,329512,499261
IT,09-01-2020,92268,September,202009,2020,Marketing Cloud,Email,65021,80273
UCM,01-01-2021,47428,January,202101,2021,Marketing Cloud,Email,25032,27508
Academic Affairs,11-01-2020,47428,November,202011,2020,Marketing Cloud,Email,18363,20868
Recruiting,10-01-2020,136769,October,202010,2020,Constant Contact,Email,26998,128562
Recruiting,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Recruiting,08-01-2020,42015,August,202008,2020,Marketing Cloud,Email,19641,23108
Recruiting,12-01-2020,102360,December,202012,2020,Marketing Cloud,Email,58692,62439
Student Affairs,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,84245,101500
UCM,01-01-2021,31377,January,202101,2021,Marketing Cloud,Email,19139,19139
Recruiting,11-01-2020,0,November,202011,2020,Marketing Cloud,Email,0,0
Academic Affairs,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,10670,18397
Recruiting,09-01-2020,0,September,202009,2020,Marketing Cloud,Email,0,0
UCM,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,5784,7231
IT,10-01-2020,259644,October,202010,2020,Marketing Cloud,Email,986,98664
Human Resources,08-01-2020,355184,August,202008,2020,Flashline,Portal Alert,96609,113658
Academic Affairs,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Recruiting,12-01-2020,246,December,202012,2020,Marketing Cloud,Email,186,186
Recruiting,10-01-2020,36157,October,202010,2020,Marketing Cloud,Email,20898,24586
WKSU,01-01-2021,136769,January,202101,2021,Marketing Cloud,Email,1805,8206
Recruiting,12-01-2020,39863,December,202012,2020,Flashline,Portal Alert,14191,15945
WKSU,12-01-2020,700000,December,202012,2020,Marketing Cloud,Email,7560,189000
Student Affairs,10-01-2020,42015,October,202010,2020,Marketing Cloud,Email,25456,34872
Academic Affairs,08-01-2020,102360,August,202008,2020,Marketing Cloud,Email,7645,9212
IT,11-01-2020,1029207,November,202011,2020,Marketing Cloud,Email,94481,524895
Recruiting,09-01-2020,39863,September,202009,2020,Flashline,Portal Alert,15027,25910
IT,10-01-2020,58502,October,202010,2020,Marketing Cloud,Email,31006,31006
Human Resources,10-01-2020,80283,October,202010,2020,Constant Contact,Email,13150,33718
IT,12-01-2020,125000,December,202012,2020,Cognos Report to Email,Email,3800,5000
UCM,10-01-2020,1029207,October,202010,2020,Marketing Cloud,Email,17908,30876
IT,01-01-2021,40000,January,202101,2021,Marketing Cloud,Email,17520,29200
Human Resources,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
IT,09-01-2020,87671,September,202009,2020,Marketing Cloud,Email,3296,7013
Academic Affairs,12-01-2020,80283,December,202012,2020,Marketing Cloud,Email,4503,26493
UCM,08-01-2020,17131,August,202008,2020,Constant Contact,Email,5781,12848
Academic Affairs,12-01-2020,1549831,December,202012,2020,Marketing Cloud,Email,864805,929898
UCM,09-01-2020,1271250,September,202009,2020,Marketing Cloud,Email,3559,88987
Academic Affairs,10-01-2020,42015,October,202010,2020,Marketing Cloud,Email,1210,30250
Human Resources,09-01-2020,36625,September,202009,2020,Phone,Phone Call,8790,14650
UCM,01-01-2021,39863,January,202101,2021,Marketing Cloud,Email,223,2790
Human Resources,10-01-2020,47,October,202010,2020,Marketing Cloud,Email,34,46
UCM,08-01-2020,102360,August,202008,2020,Marketing Cloud,Email,8598,28660
IT,01-01-2021,42015,January,202101,2021,Marketing Cloud,Email,30317,36973
Human Resources,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,128335,413986
IT,09-01-2020,38603,September,202009,2020,Marketing Cloud,Email,30017,31268
Student Affairs,08-01-2020,106010,August,202008,2020,Phone,Phone Call,51414,102829
Recruiting,12-01-2020,500000,December,202012,2020,Marketing Cloud,Email,28200,235000
Human Resources,01-01-2021,11590,January,202101,2021,Marketing Cloud,Email,7176,9967
Human Resources,11-01-2020,36157,November,202011,2020,Marketing Cloud,Email,2386,7954
Recruiting,09-01-2020,36625,September,202009,2020,Flashline,Portal Alert,16436,24172
Recruiting,01-01-2021,141779,January,202101,2021,Marketing Cloud,Email,41980,66636
Recruiting,11-01-2020,36625,November,202011,2020,Marketing Cloud,Email,549,10987
Academic Affairs,01-01-2021,39863,January,202101,2021,Marketing Cloud,Email,2587,23519
Recruiting,09-01-2020,3432,September,202009,2020,Marketing Cloud,Email,641,1887
Student Affairs,11-01-2020,167464,November,202011,2020,Marketing Cloud,Email,22322,51913
UCM,11-01-2020,47428,November,202011,2020,Marketing Cloud,Email,44154,45056
Academic Affairs,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,3220,16952
Recruiting,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,29816,32409
UCM,09-01-2020,106010,September,202009,2020,Marketing Cloud,Email,29629,68906
Human Resources,09-01-2020,136255,September,202009,2020,Marketing Cloud,Email,65428,66764
Academic Affairs,12-01-2020,17131,December,202012,2020,Marketing Cloud,Email,8695,16103
WKSU,11-01-2020,102360,November,202011,2020,Marketing Cloud,Email,12252,21495
Recruiting,09-01-2020,47,September,202009,2020,Marketing Cloud,Email,29,39
Recruiting,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,39638,42622
Recruiting,11-01-2020,34478,November,202011,2020,Marketing Cloud,Email,8205,9653
Student Affairs,01-01-2021,1549831,January,202101,2021,Marketing Cloud,Email,39055,433952
IT,09-01-2020,74152,September,202009,2020,Marketing Cloud,Email,10381,29660
UCM,12-01-2020,136769,December,202012,2020,Marketing Cloud,Email,91621,105312
IT,10-01-2020,74152,October,202010,2020,Marketing Cloud,Email,289,28919
Academic Affairs,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,5073,63423
Student Affairs,11-01-2020,36625,November,202011,2020,TargetX Email,Email,4654,15016
Student Affairs,08-01-2020,49861,August,202008,2020,Marketing Cloud,Email,523,17451
Student Affairs,10-01-2020,17131,October,202010,2020,Marketing Cloud,Email,11457,15075
Student Affairs,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,675624,703776
IT,01-01-2021,259644,January,202101,2021,Marketing Cloud,Email,85526,158382
Student Affairs,11-01-2020,80283,November,202011,2020,Phone,Phone Call,22655,27296
WKSU,09-01-2020,1549831,September,202009,2020,Marketing Cloud,Email,28206,216976
Student Affairs,11-01-2020,49861,November,202011,2020,Marketing Cloud,Email,36159,36897
WKSU,08-01-2020,141779,August,202008,2020,Marketing Cloud,Email,75199,110587
IT,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,4840,7334
Student Affairs,09-01-2020,17307,September,202009,2020,Marketing Cloud,Email,2381,7442
Academic Affairs,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,11758,14884
IT,12-01-2020,355184,December,202012,2020,Marketing Cloud,Email,139693,202454
UCM,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,5863,27922
Academic Affairs,09-01-2020,47,September,202009,2020,Marketing Cloud,Email,20,22
Academic Affairs,08-01-2020,1379954,August,202008,2020,Marketing Cloud,Email,486847,869371
UCM,11-01-2020,500000,November,202011,2020,Marketing Cloud,Email,77050,115000
Academic Affairs,12-01-2020,350000,December,202012,2020,Marketing Cloud,Email,70,7000
UCM,12-01-2020,47,December,202012,2020,Marketing Cloud,Email,2,24
UCM,12-01-2020,1006194,December,202012,2020,Marketing Cloud,Email,152941,160991
Student Affairs,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Recruiting,01-01-2021,100,January,202101,2021,Cognos Report to Email,Email,64,66
Human Resources,01-01-2021,141779,January,202101,2021,Marketing Cloud,Email,23832,58129
IT,10-01-2020,3432,October,202010,2020,Marketing Cloud,Email,120,308
WKSU,12-01-2020,106010,December,202012,2020,Marketing Cloud,Email,12286,20141
IT,11-01-2020,1549831,November,202011,2020,Marketing Cloud,Email,516403,759417
WKSU,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,40984,43601
Student Affairs,11-01-2020,87671,November,202011,2020,Marketing Cloud,Email,43133,52602
Human Resources,12-01-2020,136769,December,202012,2020,Marketing Cloud,Email,44941,84796
Recruiting,12-01-2020,700000,December,202012,2020,Marketing Cloud,Email,36960,77000
Student Affairs,09-01-2020,42015,September,202009,2020,Marketing Cloud,Email,16406,29830
Student Affairs,11-01-2020,40000,November,202011,2020,Cognos Report to Email,Email,24920,28000
Human Resources,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
Human Resources,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,978363,1008622
Human Resources,12-01-2020,40000,December,202012,2020,Marketing Cloud,Email,14256,17600
WKSU,09-01-2020,125000,September,202009,2020,Marketing Cloud,Email,20075,91250
Student Affairs,12-01-2020,1029207,December,202012,2020,Marketing Cloud,Email,419298,432266
Human Resources,12-01-2020,40000,December,202012,2020,Marketing Cloud,Email,4140,9200
IT,01-01-2021,500000,January,202101,2021,Marketing Cloud,Email,79900,85000
IT,11-01-2020,87671,November,202011,2020,Constant Contact,Email,8468,18410
Student Affairs,12-01-2020,259644,December,202012,2020,Marketing Cloud,Email,99703,207715
Recruiting,01-01-2021,106010,January,202101,2021,Marketing Cloud,Email,65640,91168
UCM,09-01-2020,500000,September,202009,2020,Marketing Cloud,Email,53300,205000
Academic Affairs,01-01-2021,47428,January,202101,2021,Marketing Cloud,Email,25354,38416
Academic Affairs,12-01-2020,355184,December,202012,2020,Marketing Cloud,Email,25856,28414
Student Affairs,09-01-2020,0,September,202009,2020,Marketing Cloud,Email,0,0
Recruiting,11-01-2020,47,November,202011,2020,Marketing Cloud,Email,43,46
Human Resources,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,24320,90076
Human Resources,01-01-2021,259644,January,202101,2021,Marketing Cloud,Email,49435,176557
Human Resources,11-01-2020,125000,November,202011,2020,Marketing Cloud,Email,8437,11250
UCM,01-01-2021,36625,January,202101,2021,TargetX Messaging,Text Message,2900,13185
WKSU,08-01-2020,182327,August,202008,2020,Marketing Cloud,Email,16445,20055
Recruiting,09-01-2020,20217,September,202009,2020,Marketing Cloud,Email,2757,8895
Human Resources,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,788,78817
Recruiting,11-01-2020,106010,November,202011,2020,Marketing Cloud,Email,8650,50884
Recruiting,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,1287,18397
WKSU,11-01-2020,100,November,202011,2020,Marketing Cloud,Email,11,70
Recruiting,01-01-2021,100,January,202101,2021,Marketing Cloud,Email,53,61
UCM,10-01-2020,27782,October,202010,2020,Marketing Cloud,Email,25003,27782
IT,11-01-2020,136255,November,202011,2020,TargetX Messaging,Text Message,56654,73577
WKSU,09-01-2020,141779,September,202009,2020,Marketing Cloud,Email,14036,127601
Human Resources,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,36423,145693
Recruiting,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Human Resources,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,15463,16993
Recruiting,01-01-2021,500000,January,202101,2021,Marketing Cloud,Email,54900,90000
WKSU,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,84289,125805
Recruiting,10-01-2020,136255,October,202010,2020,Marketing Cloud,Email,62568,111729
Recruiting,01-01-2021,34478,January,202101,2021,Marketing Cloud,Email,14676,14825
Academic Affairs,11-01-2020,182327,November,202011,2020,Marketing Cloud,Email,4084,25525
UCM,08-01-2020,245595,August,202008,2020,TargetX Messaging,Text Message,132031,137533
IT,01-01-2021,58502,January,202101,2021,Marketing Cloud,Email,1989,11700
UCM,11-01-2020,723568,November,202011,2020,Marketing Cloud,Email,211643,282191
Human Resources,08-01-2020,47428,August,202008,2020,Marketing Cloud,Email,28835,30353
Recruiting,10-01-2020,58502,October,202010,2020,Marketing Cloud,Email,10483,18720
Student Affairs,09-01-2020,17131,September,202009,2020,Marketing Cloud,Email,10774,12676
Recruiting,01-01-2021,1271250,January,202101,2021,Marketing Cloud,Email,233910,508500
Recruiting,09-01-2020,17307,September,202009,2020,Marketing Cloud,Email,1142,11422
Academic Affairs,11-01-2020,723568,November,202011,2020,Marketing Cloud,Email,149923,535440
Recruiting,12-01-2020,136769,December,202012,2020,Marketing Cloud,Email,22430,56075
Recruiting,09-01-2020,39863,September,202009,2020,Constant Contact,Email,6744,14350
Academic Affairs,01-01-2021,58502,January,202101,2021,Marketing Cloud,Email,6247,7020
Recruiting,01-01-2021,40000,January,202101,2021,Marketing Cloud,Email,15040,16000
Recruiting,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,26,59
Academic Affairs,08-01-2020,355184,August,202008,2020,Phone,Phone Call,76648,92347
Human Resources,09-01-2020,36157,September,202009,2020,Marketing Cloud,Email,6443,35795
Recruiting,01-01-2021,1006194,January,202101,2021,Marketing Cloud,Email,16904,241486
IT,08-01-2020,259644,August,202008,2020,Phone,Phone Call,1090,7789
Student Affairs,08-01-2020,27782,August,202008,2020,Marketing Cloud,Email,12001,15002
UCM,09-01-2020,1029207,September,202009,2020,Flashline,Portal Alert,909303,957162
WKSU,11-01-2020,125000,November,202011,2020,Marketing Cloud,Email,31912,46250
Recruiting,08-01-2020,141779,August,202008,2020,Marketing Cloud,Email,34565,75142
IT,12-01-2020,42015,December,202012,2020,Marketing Cloud,Email,34283,40334
UCM,09-01-2020,1549831,September,202009,2020,Marketing Cloud,Email,192953,1286359
WKSU,10-01-2020,38603,October,202010,2020,Marketing Cloud,Email,2902,3088
Human Resources,12-01-2020,182327,December,202012,2020,Marketing Cloud,Email,13947,16409
Student Affairs,11-01-2020,17307,November,202011,2020,Marketing Cloud,Email,11076,11076
Recruiting,10-01-2020,136255,October,202010,2020,Marketing Cloud,Email,13489,20438
WKSU,12-01-2020,34478,December,202012,2020,Marketing Cloud,Email,9694,25513
Student Affairs,09-01-2020,27782,September,202009,2020,Marketing Cloud,Email,4745,16947
Student Affairs,11-01-2020,47,November,202011,2020,Marketing Cloud,Email,12,22
Student Affairs,08-01-2020,182327,August,202008,2020,Marketing Cloud,Email,4157,34642
Academic Affairs,12-01-2020,34478,December,202012,2020,Marketing Cloud,Email,8688,14480
Academic Affairs,01-01-2021,31377,January,202101,2021,Marketing Cloud,Email,7059,9413
Recruiting,12-01-2020,245595,December,202012,2020,Marketing Cloud,Email,35734,238227
UCM,01-01-2021,3432,January,202101,2021,Marketing Cloud,Email,960,1201
Student Affairs,10-01-2020,19871,October,202010,2020,Marketing Cloud,Email,11822,13909
UCM,11-01-2020,3432,November,202011,2020,Marketing Cloud,Email,51,343
WKSU,01-01-2021,17131,January,202101,2021,Phone,Phone Call,3021,14390
Student Affairs,09-01-2020,31377,September,202009,2020,Marketing Cloud,Email,2033,2510
Human Resources,10-01-2020,80283,October,202010,2020,Marketing Cloud,Email,1556,1605
IT,12-01-2020,36157,December,202012,2020,Marketing Cloud,Email,7817,16632
Recruiting,08-01-2020,106010,August,202008,2020,Marketing Cloud,Email,10017,37103
Recruiting,01-01-2021,1029207,January,202101,2021,Marketing Cloud,Email,272328,648400
Academic Affairs,12-01-2020,17307,December,202012,2020,Marketing Cloud,Email,12441,13672
Student Affairs,08-01-2020,38603,August,202008,2020,Marketing Cloud,Email,2207,4246
IT,11-01-2020,500000,November,202011,2020,Marketing Cloud,Email,68000,85000
Recruiting,01-01-2021,11590,January,202101,2021,Marketing Cloud,Email,394,1274
Student Affairs,10-01-2020,102360,October,202010,2020,Marketing Cloud,Email,25671,33778
Academic Affairs,12-01-2020,87671,December,202012,2020,Marketing Cloud,Email,51208,86794
Academic Affairs,08-01-2020,74152,August,202008,2020,Marketing Cloud,Email,12605,50423
WKSU,08-01-2020,136769,August,202008,2020,TargetX Email,Email,7672,45133
Human Resources,09-01-2020,167464,September,202009,2020,Marketing Cloud,Email,41999,95454
Recruiting,01-01-2021,19871,January,202101,2021,Marketing Cloud,Email,722,1390
Recruiting,10-01-2020,245595,October,202010,2020,TargetX Messaging,Text Message,22348,63854
Human Resources,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Human Resources,12-01-2020,34478,December,202012,2020,Marketing Cloud,Email,17907,18273
UCM,11-01-2020,49861,November,202011,2020,Flashline,Portal Alert,31097,40387
Recruiting,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,17387,869371
Academic Affairs,12-01-2020,36625,December,202012,2020,Flashline,Portal Alert,12715,22707
Academic Affairs,12-01-2020,1006194,December,202012,2020,Phone,Phone Call,180309,643964
Recruiting,12-01-2020,1379954,December,202012,2020,Marketing Cloud,Email,647474,952168
Recruiting,01-01-2021,141779,January,202101,2021,Marketing Cloud,Email,11427,18431
Human Resources,01-01-2021,11590,January,202101,2021,Flashline,Portal Alert,7788,11126
WKSU,10-01-2020,74152,October,202010,2020,Marketing Cloud,Email,31262,45974
Student Affairs,11-01-2020,80283,November,202011,2020,Marketing Cloud,Email,18545,28099
IT,12-01-2020,11590,December,202012,2020,Marketing Cloud,Email,2096,3129
Human Resources,11-01-2020,500000,November,202011,2020,Marketing Cloud,Email,36750,245000
Recruiting,12-01-2020,106010,December,202012,2020,Marketing Cloud,Email,3858,4240
WKSU,09-01-2020,39863,September,202009,2020,TargetX Email,Email,5106,24316
UCM,10-01-2020,0,October,202010,2020,TargetX Email,Email,0,0
Academic Affairs,01-01-2021,723568,January,202101,2021,Constant Contact,Email,75612,137477
Recruiting,11-01-2020,136769,November,202011,2020,Marketing Cloud,Email,49236,54707
IT,10-01-2020,700000,October,202010,2020,Marketing Cloud,Email,126000,168000
UCM,01-01-2021,34478,January,202101,2021,Marketing Cloud,Email,27423,33443
Human Resources,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,19834,38891
Student Affairs,12-01-2020,102360,December,202012,2020,Marketing Cloud,Email,55233,72675
UCM,01-01-2021,1029207,January,202101,2021,Marketing Cloud,Email,24083,133796
Recruiting,09-01-2020,102360,September,202009,2020,Phone,Phone Call,3152,11259
Student Affairs,08-01-2020,1006194,August,202008,2020,Marketing Cloud,Email,543545,734521
WKSU,10-01-2020,38603,October,202010,2020,Marketing Cloud,Email,16490,18529
Recruiting,10-01-2020,182327,October,202010,2020,Marketing Cloud,Email,12635,140391
IT,08-01-2020,106010,August,202008,2020,Flashline,Portal Alert,30180,77387
Student Affairs,08-01-2020,39863,August,202008,2020,TargetX Email,Email,1554,5182
IT,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,737722,1117762
WKSU,09-01-2020,47428,September,202009,2020,Marketing Cloud,Email,644,948
WKSU,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,18806,21617
IT,12-01-2020,1029207,December,202012,2020,Marketing Cloud,Email,485476,545479
Academic Affairs,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,217,220
Recruiting,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,55860,133000
Human Resources,01-01-2021,31377,January,202101,2021,Marketing Cloud,Email,1192,3137
WKSU,10-01-2020,102360,October,202010,2020,Marketing Cloud,Email,42131,42991
Recruiting,01-01-2021,87671,January,202101,2021,Constant Contact,Email,3085,9643
Human Resources,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,46973,85406
WKSU,10-01-2020,1006194,October,202010,2020,Marketing Cloud,Email,28575,714397
Student Affairs,10-01-2020,246,October,202010,2020,Cognos Report to Email,Email,82,145
Human Resources,01-01-2021,700000,January,202101,2021,Marketing Cloud,Email,208250,245000
Academic Affairs,01-01-2021,74152,January,202101,2021,Marketing Cloud,Email,7503,34109
Academic Affairs,01-01-2021,0,January,202101,2021,Constant Contact,Email,0,0
Recruiting,08-01-2020,350000,August,202008,2020,TargetX Messaging,Text Message,235200,336000
IT,01-01-2021,42015,January,202101,2021,Marketing Cloud,Email,1612,2520
Recruiting,12-01-2020,42015,December,202012,2020,Marketing Cloud,Email,6352,11344
Human Resources,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,3796,12654
Recruiting,08-01-2020,182327,August,202008,2020,Marketing Cloud,Email,90251,91163
UCM,09-01-2020,40000,September,202009,2020,Marketing Cloud,Email,18232,21200
UCM,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,5790,11353
Recruiting,12-01-2020,47428,December,202012,2020,Marketing Cloud,Email,10101,14228
Student Affairs,10-01-2020,74152,October,202010,2020,Marketing Cloud,Email,15171,48940
WKSU,11-01-2020,700000,November,202011,2020,Marketing Cloud,Email,497000,497000
Academic Affairs,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Human Resources,11-01-2020,40000,November,202011,2020,Marketing Cloud,Email,2304,2400
IT,01-01-2021,106010,January,202101,2021,Marketing Cloud,Email,28622,106010
Recruiting,11-01-2020,245595,November,202011,2020,Marketing Cloud,Email,5500,9823
IT,01-01-2021,80283,January,202101,2021,TargetX Messaging,Text Message,176,802
Student Affairs,08-01-2020,167464,August,202008,2020,Marketing Cloud,Email,1875,13397
IT,08-01-2020,136769,August,202008,2020,Marketing Cloud,Email,50412,132665
IT,10-01-2020,47428,October,202010,2020,Marketing Cloud,Email,10671,35571
Human Resources,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,296932,312561
Human Resources,01-01-2021,34478,January,202101,2021,Marketing Cloud,Email,48,689
Recruiting,01-01-2021,3432,January,202101,2021,Marketing Cloud,Email,2748,3088
WKSU,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,9537,68127
Human Resources,08-01-2020,38603,August,202008,2020,Marketing Cloud,Email,3088,7720
Recruiting,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,13711,28566
Academic Affairs,08-01-2020,58502,August,202008,2020,Marketing Cloud,Email,17491,38026
UCM,08-01-2020,19871,August,202008,2020,Marketing Cloud,Email,890,6358
IT,01-01-2021,259644,January,202101,2021,Flashline,Portal Alert,114502,163575
WKSU,10-01-2020,27782,October,202010,2020,Marketing Cloud,Email,11162,13613
Academic Affairs,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,126096,138568
Academic Affairs,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,56819,93147
Academic Affairs,09-01-2020,246,September,202009,2020,Marketing Cloud,Email,133,174
Recruiting,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,24114,60287
IT,09-01-2020,42015,September,202009,2020,Marketing Cloud,Email,17948,37393
Student Affairs,11-01-2020,49861,November,202011,2020,Marketing Cloud,Email,29038,45373
Academic Affairs,01-01-2021,500000,January,202101,2021,Marketing Cloud,Email,48000,80000
Human Resources,01-01-2021,0,January,202101,2021,Cognos Report to Email,Email,0,0
UCM,12-01-2020,1029207,December,202012,2020,Marketing Cloud,Email,17496,102920
Human Resources,08-01-2020,350000,August,202008,2020,Marketing Cloud,Email,75600,252000
Academic Affairs,11-01-2020,40000,November,202011,2020,Marketing Cloud,Email,16800,33600
UCM,01-01-2021,3432,January,202101,2021,Cognos Report to Email,Email,22,1132
Human Resources,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,9707,16454
Recruiting,01-01-2021,92268,January,202101,2021,Marketing Cloud,Email,41409,60896
Human Resources,11-01-2020,1379954,November,202011,2020,Phone,Phone Call,24287,151794
Human Resources,11-01-2020,1029207,November,202011,2020,Marketing Cloud,Email,682672,689568
WKSU,01-01-2021,700000,January,202101,2021,Marketing Cloud,Email,168000,168000
UCM,11-01-2020,42015,November,202011,2020,Marketing Cloud,Email,3319,33191
Recruiting,09-01-2020,0,September,202009,2020,Constant Contact,Email,0,0
Recruiting,10-01-2020,47428,October,202010,2020,Marketing Cloud,Email,28285,39839
Recruiting,10-01-2020,1271250,October,202010,2020,Marketing Cloud,Email,705543,940725
Student Affairs,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
Academic Affairs,10-01-2020,700000,October,202010,2020,Marketing Cloud,Email,173950,497000
Student Affairs,08-01-2020,246,August,202008,2020,Marketing Cloud,Email,48,56
Human Resources,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,46,104
Academic Affairs,09-01-2020,350000,September,202009,2020,Marketing Cloud,Email,30625,87500
Recruiting,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,54090,159090
WKSU,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,4245,15162
WKSU,01-01-2021,19871,January,202101,2021,Marketing Cloud,Email,14076,18281
UCM,12-01-2020,259644,December,202012,2020,Marketing Cloud,Email,161238,233679
Recruiting,11-01-2020,259644,November,202011,2020,Marketing Cloud,Email,64339,153189
Academic Affairs,09-01-2020,125000,September,202009,2020,Marketing Cloud,Email,38500,70000
UCM,08-01-2020,136769,August,202008,2020,Marketing Cloud,Email,16083,76590
Academic Affairs,09-01-2020,17131,September,202009,2020,Marketing Cloud,Email,1601,1884
Student Affairs,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,301519,317389
WKSU,11-01-2020,259644,November,202011,2020,Marketing Cloud,Email,37076,44139
Student Affairs,10-01-2020,350000,October,202010,2020,Marketing Cloud,Email,230860,339500
Student Affairs,01-01-2021,39863,January,202101,2021,Marketing Cloud,Email,5811,7175
WKSU,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Student Affairs,08-01-2020,723568,August,202008,2020,Marketing Cloud,Email,19680,28942
IT,11-01-2020,246,November,202011,2020,Phone,Phone Call,9,236
Recruiting,11-01-2020,74152,November,202011,2020,Marketing Cloud,Email,37817,55614
WKSU,10-01-2020,27782,October,202010,2020,Marketing Cloud,Email,4667,11668
IT,11-01-2020,38603,November,202011,2020,Marketing Cloud,Email,32865,38216
WKSU,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,4508,15547
IT,12-01-2020,20217,December,202012,2020,Marketing Cloud,Email,7215,8693
Recruiting,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,50368,1007366
WKSU,09-01-2020,1006194,September,202009,2020,Marketing Cloud,Email,114303,160991
IT,10-01-2020,182327,October,202010,2020,Marketing Cloud,Email,8532,65637
Student Affairs,01-01-2021,500000,January,202101,2021,Marketing Cloud,Email,79200,495000
Recruiting,10-01-2020,17131,October,202010,2020,Marketing Cloud,Email,9575,14732
Academic Affairs,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,27500,62500
Student Affairs,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,65685,96596
Academic Affairs,09-01-2020,36157,September,202009,2020,Marketing Cloud,Email,2465,22417
UCM,12-01-2020,1029207,December,202012,2020,Marketing Cloud,Email,86453,205841
Recruiting,08-01-2020,87671,August,202008,2020,Marketing Cloud,Email,1367,22794
IT,08-01-2020,106010,August,202008,2020,Marketing Cloud,Email,37834,87988
UCM,10-01-2020,47,October,202010,2020,Marketing Cloud,Email,5,17
UCM,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,30142,33492
Human Resources,01-01-2021,723568,January,202101,2021,Marketing Cloud,Email,371986,383491
Human Resources,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,41989,85693
Academic Affairs,01-01-2021,39863,January,202101,2021,Marketing Cloud,Email,37490,37869
WKSU,01-01-2021,500000,January,202101,2021,Marketing Cloud,Email,34000,200000
Recruiting,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,6204,6671
IT,12-01-2020,17131,December,202012,2020,Marketing Cloud,Email,4124,9593
Recruiting,12-01-2020,58502,December,202012,2020,Marketing Cloud,Email,1579,52651
Student Affairs,01-01-2021,141779,January,202101,2021,Marketing Cloud,Email,19140,25520
Human Resources,09-01-2020,182327,September,202009,2020,Marketing Cloud,Email,31761,122159
