Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
WKSU,11/1/20,80283,November,202011,2020,Marketing Cloud,Email,23,31
Recruiting,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,7,58
WKSU,10/1/20,87671,October,202010,2020,Marketing Cloud,Email,17,17
Human Resources,9/1/20,373,September,202009,2020,TargetX Messaging,Text Message,43,76
WKSU,1/1/21,136769,January,202101,2021,Marketing Cloud,Email,1,16
Human Resources,12/1/20,80283,December,202012,2020,Marketing Cloud,Email,3,6
Recruiting,9/1/20,47,September,202009,2020,Marketing Cloud,Email,24,53
Student Affairs,12/1/20,58502,December,202012,2020,Marketing Cloud,Email,44,56
Recruiting,9/1/20,42015,September,202009,2020,Marketing Cloud,Email,16,33
Recruiting,10/1/20,38603,October,202010,2020,Marketing Cloud,Email,16,19
Academic Affairs,10/1/20,3432,October,202010,2020,Marketing Cloud,Email,14,39
Academic Affairs,1/1/21,125000,January,202101,2021,TargetX Messaging,Text Message,24,63
Human Resources,8/1/20,0,August,202008,2020,Marketing Cloud,Email,4,6
UCM,8/1/20,102360,August,202008,2020,Marketing Cloud,Email,10,98
Human Resources,1/1/21,246,January,202101,2021,Marketing Cloud,Email,11,83
IT,10/1/20,38603,October,202010,2020,Marketing Cloud,Email,18,23
UCM,10/1/20,0,October,202010,2020,Marketing Cloud,Email,16,16
Human Resources,10/1/20,245595,October,202010,2020,Marketing Cloud,Email,7,16
Recruiting,12/1/20,74152,December,202012,2020,Marketing Cloud,Email,66,96
IT,10/1/20,1029207,October,202010,2020,Marketing Cloud,Email,73,73
UCM,11/1/20,355184,November,202011,2020,Marketing Cloud,Email,29,47
WKSU,9/1/20,49861,September,202009,2020,Marketing Cloud,Email,7,17
Recruiting,11/1/20,700000,November,202011,2020,Marketing Cloud,Email,20,21
Recruiting,9/1/20,49861,September,202009,2020,Marketing Cloud,Email,15,54
Recruiting,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,11,45
Human Resources,9/1/20,136255,September,202009,2020,Marketing Cloud,Email,17,29
Human Resources,8/1/20,1549831,August,202008,2020,Marketing Cloud,Email,38,86
UCM,10/1/20,259644,October,202010,2020,Marketing Cloud,Email,33,96
Recruiting,1/1/21,42015,January,202101,2021,Marketing Cloud,Email,31,37
UCM,11/1/20,136769,November,202011,2020,TargetX Email,Email,4,9
Human Resources,1/1/21,17131,January,202101,2021,Marketing Cloud,Email,6,18
WKSU,8/1/20,125000,August,202008,2020,Marketing Cloud,Email,6,62
Human Resources,1/1/21,106010,January,202101,2021,Marketing Cloud,Email,0,11
WKSU,8/1/20,27782,August,202008,2020,Marketing Cloud,Email,1,99
Academic Affairs,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,13,23
WKSU,9/1/20,373,September,202009,2020,Marketing Cloud,Email,33,87
Recruiting,11/1/20,136255,November,202011,2020,Phone,Phone Call,2,4
UCM,12/1/20,49861,December,202012,2020,Marketing Cloud,Email,67,79
Recruiting,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,43,77
UCM,8/1/20,246,August,202008,2020,Marketing Cloud,Email,9,12
Academic Affairs,9/1/20,47,September,202009,2020,Marketing Cloud,Email,60,84
Academic Affairs,9/1/20,39863,September,202009,2020,Marketing Cloud,Email,22,26
IT,11/1/20,47428,November,202011,2020,Marketing Cloud,Email,1,16
Recruiting,8/1/20,141779,August,202008,2020,Marketing Cloud,Email,20,40
WKSU,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,10,65
UCM,9/1/20,136769,September,202009,2020,Cognos Report to Email,Email,58,76
UCM,11/1/20,182327,November,202011,2020,Marketing Cloud,Email,44,55
Student Affairs,10/1/20,182327,October,202010,2020,Marketing Cloud,Email,5,22
Academic Affairs,12/1/20,3432,December,202012,2020,Marketing Cloud,Email,23,25
Academic Affairs,9/1/20,102360,September,202009,2020,Marketing Cloud,Email,5,13
Recruiting,10/1/20,700000,October,202010,2020,Marketing Cloud,Email,10,15
IT,8/1/20,106010,August,202008,2020,Marketing Cloud,Email,0,8
Recruiting,8/1/20,0,August,202008,2020,Marketing Cloud,Email,13,36
IT,9/1/20,1379954,September,202009,2020,Marketing Cloud,Email,49,91
Human Resources,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,37,51
UCM,1/1/21,1006194,January,202101,2021,Marketing Cloud,Email,55,97
Academic Affairs,1/1/21,259644,January,202101,2021,Flashline,Portal Alert,35,70
IT,9/1/20,92268,September,202009,2020,Marketing Cloud,Email,39,71
Student Affairs,9/1/20,40000,September,202009,2020,Marketing Cloud,Email,18,41
IT,10/1/20,87671,October,202010,2020,Marketing Cloud,Email,61,88
Recruiting,9/1/20,47428,September,202009,2020,TargetX Messaging,Text Message,82,83
UCM,12/1/20,40000,December,202012,2020,Marketing Cloud,Email,35,85
WKSU,8/1/20,1006194,August,202008,2020,Marketing Cloud,Email,1,3
WKSU,9/1/20,245595,September,202009,2020,Marketing Cloud,Email,76,76
WKSU,8/1/20,245595,August,202008,2020,Marketing Cloud,Email,11,12
IT,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,14,20
Recruiting,1/1/21,20217,January,202101,2021,Marketing Cloud,Email,1,21
Student Affairs,11/1/20,373,November,202011,2020,Marketing Cloud,Email,85,99
IT,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,8,10
Human Resources,9/1/20,36625,September,202009,2020,Marketing Cloud,Email,19,89
Student Affairs,12/1/20,58502,December,202012,2020,Marketing Cloud,Email,42,52
UCM,8/1/20,11590,August,202008,2020,Marketing Cloud,Email,1,88
UCM,12/1/20,245595,December,202012,2020,Marketing Cloud,Email,24,91
IT,1/1/21,92268,January,202101,2021,Marketing Cloud,Email,63,86
IT,9/1/20,1271250,September,202009,2020,Marketing Cloud,Email,4,8
Student Affairs,12/1/20,47,December,202012,2020,Marketing Cloud,Email,16,20
WKSU,8/1/20,58502,August,202008,2020,Marketing Cloud,Email,50,95
Recruiting,10/1/20,259644,October,202010,2020,Marketing Cloud,Email,52,100
Recruiting,12/1/20,38603,December,202012,2020,Marketing Cloud,Email,20,31
WKSU,9/1/20,34478,September,202009,2020,Flashline,Portal Alert,50,70
Recruiting,1/1/21,259644,January,202101,2021,Marketing Cloud,Email,41,75
WKSU,12/1/20,1029207,December,202012,2020,Marketing Cloud,Email,18,75
Recruiting,1/1/21,47428,January,202101,2021,Marketing Cloud,Email,10,95
Recruiting,12/1/20,355184,December,202012,2020,Flashline,Portal Alert,57,100
IT,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,28,96
Student Affairs,12/1/20,58502,December,202012,2020,Marketing Cloud,Email,21,34
Recruiting,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,13,31
Student Affairs,11/1/20,58502,November,202011,2020,Marketing Cloud,Email,23,81
Recruiting,8/1/20,0,August,202008,2020,Marketing Cloud,Email,20,35
Recruiting,12/1/20,11590,December,202012,2020,Marketing Cloud,Email,22,38
Recruiting,8/1/20,373,August,202008,2020,Marketing Cloud,Email,30,36
Recruiting,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,51,95
IT,11/1/20,1549831,November,202011,2020,Constant Contact,Email,35,74
UCM,8/1/20,700000,August,202008,2020,Marketing Cloud,Email,21,40
Recruiting,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,74,91
Academic Affairs,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,61,82
IT,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,68,80
Academic Affairs,9/1/20,1029207,September,202009,2020,Flashline,Portal Alert,38,62
WKSU,9/1/20,167464,September,202009,2020,Marketing Cloud,Email,35,89
IT,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,14,15
Academic Affairs,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,50,64
Human Resources,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,22,31
Student Affairs,10/1/20,80283,October,202010,2020,Marketing Cloud,Email,11,65
WKSU,9/1/20,136255,September,202009,2020,Flashline,Portal Alert,61,72
Recruiting,1/1/21,34478,January,202101,2021,Marketing Cloud,Email,50,80
Recruiting,11/1/20,3432,November,202011,2020,Marketing Cloud,Email,26,71
Recruiting,11/1/20,373,November,202011,2020,Flashline,Portal Alert,1,5
Recruiting,10/1/20,182327,October,202010,2020,Marketing Cloud,Email,35,41
UCM,10/1/20,167464,October,202010,2020,Marketing Cloud,Email,3,17
UCM,11/1/20,3432,November,202011,2020,Marketing Cloud,Email,17,74
IT,1/1/21,259644,January,202101,2021,Cognos Report to Email,Email,0,1
Academic Affairs,12/1/20,245595,December,202012,2020,Flashline,Portal Alert,36,94
Academic Affairs,11/1/20,42015,November,202011,2020,Marketing Cloud,Email,0,4
Recruiting,9/1/20,27782,September,202009,2020,TargetX Messaging,Text Message,16,86
Recruiting,1/1/21,136769,January,202101,2021,Marketing Cloud,Email,48,96
Academic Affairs,10/1/20,1006194,October,202010,2020,Marketing Cloud,Email,29,33
Student Affairs,10/1/20,49861,October,202010,2020,Marketing Cloud,Email,4,4
Student Affairs,8/1/20,125000,August,202008,2020,Marketing Cloud,Email,49,50
Human Resources,11/1/20,49861,November,202011,2020,Marketing Cloud,Email,0,8
Academic Affairs,12/1/20,1271250,December,202012,2020,Marketing Cloud,Email,22,43
WKSU,10/1/20,1271250,October,202010,2020,Marketing Cloud,Email,31,75
Recruiting,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,35,59
UCM,8/1/20,31377,August,202008,2020,Marketing Cloud,Email,66,81
IT,10/1/20,0,October,202010,2020,Marketing Cloud,Email,20,95
Student Affairs,11/1/20,34478,November,202011,2020,Constant Contact,Email,3,11
Human Resources,10/1/20,11590,October,202010,2020,Marketing Cloud,Email,11,60
WKSU,1/1/21,40000,January,202101,2021,Constant Contact,Email,12,36
Recruiting,1/1/21,259644,January,202101,2021,Marketing Cloud,Email,95,96
WKSU,9/1/20,3432,September,202009,2020,Marketing Cloud,Email,34,43
Human Resources,1/1/21,31377,January,202101,2021,Cognos Report to Email,Email,15,36
Student Affairs,11/1/20,39863,November,202011,2020,Marketing Cloud,Email,5,7
Recruiting,11/1/20,74152,November,202011,2020,Marketing Cloud,Email,40,59
WKSU,1/1/21,373,January,202101,2021,Marketing Cloud,Email,53,77
Student Affairs,11/1/20,500000,November,202011,2020,Marketing Cloud,Email,20,30
Human Resources,1/1/21,17131,January,202101,2021,Marketing Cloud,Email,8,28
Human Resources,12/1/20,136769,December,202012,2020,Marketing Cloud,Email,42,81
IT,10/1/20,20217,October,202010,2020,Marketing Cloud,Email,0,1
UCM,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,7,57
Recruiting,11/1/20,36625,November,202011,2020,Marketing Cloud,Email,56,93
Human Resources,8/1/20,40000,August,202008,2020,Marketing Cloud,Email,70,98
Recruiting,8/1/20,0,August,202008,2020,Cognos Report to Email,Email,4,95
Academic Affairs,11/1/20,31377,November,202011,2020,Marketing Cloud,Email,13,36
Recruiting,1/1/21,246,January,202101,2021,Marketing Cloud,Email,32,44
Recruiting,1/1/21,0,January,202101,2021,Marketing Cloud,Email,39,65
Recruiting,8/1/20,500000,August,202008,2020,Marketing Cloud,Email,1,28
Recruiting,1/1/21,106010,January,202101,2021,Marketing Cloud,Email,1,13
IT,10/1/20,47,October,202010,2020,Marketing Cloud,Email,9,100
Human Resources,9/1/20,40000,September,202009,2020,Marketing Cloud,Email,10,32
Recruiting,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,4,18
IT,8/1/20,350000,August,202008,2020,Marketing Cloud,Email,0,18
Academic Affairs,9/1/20,1006194,September,202009,2020,Marketing Cloud,Email,57,76
WKSU,11/1/20,182327,November,202011,2020,Marketing Cloud,Email,20,37
Recruiting,12/1/20,80283,December,202012,2020,Marketing Cloud,Email,43,94
Recruiting,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,51,62
UCM,12/1/20,500000,December,202012,2020,Marketing Cloud,Email,38,60
Recruiting,8/1/20,47,August,202008,2020,Marketing Cloud,Email,54,65
Recruiting,10/1/20,259644,October,202010,2020,Marketing Cloud,Email,8,11
Recruiting,9/1/20,102360,September,202009,2020,Marketing Cloud,Email,0,9
IT,12/1/20,125000,December,202012,2020,Cognos Report to Email,Email,10,19
Student Affairs,8/1/20,723568,August,202008,2020,Marketing Cloud,Email,14,16
WKSU,8/1/20,106010,August,202008,2020,Marketing Cloud,Email,5,16
Recruiting,9/1/20,36625,September,202009,2020,Marketing Cloud,Email,0,35
Human Resources,9/1/20,27782,September,202009,2020,Marketing Cloud,Email,11,15
Recruiting,1/1/21,1006194,January,202101,2021,Marketing Cloud,Email,53,64
Human Resources,9/1/20,38603,September,202009,2020,Marketing Cloud,Email,5,24
Recruiting,10/1/20,1379954,October,202010,2020,Marketing Cloud,Email,1,30
Human Resources,1/1/21,47,January,202101,2021,Marketing Cloud,Email,91,99
Human Resources,8/1/20,49861,August,202008,2020,Marketing Cloud,Email,46,94
Student Affairs,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,1,12
UCM,1/1/21,106010,January,202101,2021,Marketing Cloud,Email,7,41
Academic Affairs,1/1/21,34478,January,202101,2021,Marketing Cloud,Email,42,51
UCM,10/1/20,723568,October,202010,2020,Marketing Cloud,Email,11,28
IT,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,56,90
Human Resources,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,8,26
UCM,12/1/20,42015,December,202012,2020,Marketing Cloud,Email,8,39
Student Affairs,9/1/20,74152,September,202009,2020,Marketing Cloud,Email,79,82
Student Affairs,8/1/20,355184,August,202008,2020,Marketing Cloud,Email,2,5
IT,9/1/20,34478,September,202009,2020,Marketing Cloud,Email,21,22
Recruiting,11/1/20,500000,November,202011,2020,Marketing Cloud,Email,1,1
Human Resources,10/1/20,40000,October,202010,2020,TargetX Messaging,Text Message,2,60
IT,8/1/20,39863,August,202008,2020,Marketing Cloud,Email,28,36
WKSU,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,70,94
Human Resources,9/1/20,58502,September,202009,2020,Marketing Cloud,Email,20,41
IT,8/1/20,106010,August,202008,2020,Marketing Cloud,Email,30,40
Human Resources,9/1/20,373,September,202009,2020,Marketing Cloud,Email,42,63
Recruiting,9/1/20,36625,September,202009,2020,Marketing Cloud,Email,22,25
Human Resources,1/1/21,36157,January,202101,2021,Marketing Cloud,Email,5,5
Recruiting,10/1/20,80283,October,202010,2020,Marketing Cloud,Email,3,16
UCM,11/1/20,17131,November,202011,2020,Constant Contact,Email,11,22
UCM,8/1/20,182327,August,202008,2020,Marketing Cloud,Email,43,45
WKSU,1/1/21,167464,January,202101,2021,Marketing Cloud,Email,6,25
UCM,10/1/20,125000,October,202010,2020,Marketing Cloud,Email,52,66
Recruiting,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,70,82
Recruiting,12/1/20,20217,December,202012,2020,Marketing Cloud,Email,49,57
Human Resources,8/1/20,87671,August,202008,2020,Marketing Cloud,Email,25,96
WKSU,9/1/20,100,September,202009,2020,Marketing Cloud,Email,17,90
Human Resources,1/1/21,182327,January,202101,2021,Marketing Cloud,Email,1,69
Student Affairs,11/1/20,136769,November,202011,2020,Marketing Cloud,Email,21,87
Recruiting,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,40,55
Student Affairs,10/1/20,42015,October,202010,2020,Marketing Cloud,Email,1,5
Academic Affairs,1/1/21,47,January,202101,2021,Marketing Cloud,Email,39,50
Human Resources,1/1/21,20217,January,202101,2021,Flashline,Portal Alert,24,81
Academic Affairs,9/1/20,136769,September,202009,2020,TargetX Email,Email,38,41
WKSU,10/1/20,245595,October,202010,2020,Marketing Cloud,Email,3,23
IT,8/1/20,47428,August,202008,2020,TargetX Email,Email,4,22
IT,1/1/21,259644,January,202101,2021,Marketing Cloud,Email,24,78
IT,8/1/20,58502,August,202008,2020,Marketing Cloud,Email,1,49
IT,9/1/20,19871,September,202009,2020,TargetX Email,Email,4,5
Academic Affairs,9/1/20,373,September,202009,2020,Marketing Cloud,Email,10,42
UCM,12/1/20,0,December,202012,2020,Marketing Cloud,Email,14,24
UCM,12/1/20,0,December,202012,2020,Marketing Cloud,Email,24,27
WKSU,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,18,55
UCM,11/1/20,0,November,202011,2020,Phone,Phone Call,49,58
UCM,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,14,47
Academic Affairs,10/1/20,47428,October,202010,2020,Marketing Cloud,Email,7,48
UCM,1/1/21,11590,January,202101,2021,Marketing Cloud,Email,42,96
Academic Affairs,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,69,77
Recruiting,1/1/21,141779,January,202101,2021,Flashline,Portal Alert,43,63
Student Affairs,12/1/20,11590,December,202012,2020,Marketing Cloud,Email,39,62
Recruiting,11/1/20,1271250,November,202011,2020,Marketing Cloud,Email,29,89
Academic Affairs,11/1/20,125000,November,202011,2020,Cognos Report to Email,Email,74,96
Student Affairs,11/1/20,106010,November,202011,2020,Marketing Cloud,Email,3,43
Student Affairs,9/1/20,1006194,September,202009,2020,TargetX Email,Email,0,4
UCM,8/1/20,102360,August,202008,2020,Marketing Cloud,Email,54,97
WKSU,11/1/20,11590,November,202011,2020,Marketing Cloud,Email,67,67
Academic Affairs,12/1/20,34478,December,202012,2020,Marketing Cloud,Email,29,45
Recruiting,1/1/21,1379954,January,202101,2021,Marketing Cloud,Email,77,78
Recruiting,1/1/21,100,January,202101,2021,Marketing Cloud,Email,2,8
Recruiting,1/1/21,0,January,202101,2021,Marketing Cloud,Email,10,39
Recruiting,1/1/21,373,January,202101,2021,Marketing Cloud,Email,42,61
Recruiting,8/1/20,1379954,August,202008,2020,Marketing Cloud,Email,8,9
Student Affairs,11/1/20,1549831,November,202011,2020,Marketing Cloud,Email,74,99
Recruiting,8/1/20,34478,August,202008,2020,Marketing Cloud,Email,43,98
Recruiting,1/1/21,11590,January,202101,2021,Marketing Cloud,Email,27,89
UCM,12/1/20,42015,December,202012,2020,Marketing Cloud,Email,17,30
IT,8/1/20,700000,August,202008,2020,Marketing Cloud,Email,9,15
WKSU,8/1/20,36625,August,202008,2020,Marketing Cloud,Email,38,100
Recruiting,12/1/20,92268,December,202012,2020,Flashline,Portal Alert,69,75
Recruiting,1/1/21,100,January,202101,2021,Marketing Cloud,Email,73,90
Academic Affairs,12/1/20,1006194,December,202012,2020,Phone,Phone Call,6,62
IT,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,4,4
Student Affairs,10/1/20,31377,October,202010,2020,Marketing Cloud,Email,32,97
Student Affairs,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,7,71
Recruiting,10/1/20,1549831,October,202010,2020,Marketing Cloud,Email,7,7
Academic Affairs,9/1/20,92268,September,202009,2020,Marketing Cloud,Email,22,35
IT,12/1/20,182327,December,202012,2020,Marketing Cloud,Email,13,14
WKSU,10/1/20,100,October,202010,2020,Marketing Cloud,Email,9,65
UCM,8/1/20,11590,August,202008,2020,Marketing Cloud,Email,12,12
IT,1/1/21,106010,January,202101,2021,Marketing Cloud,Email,1,2
Academic Affairs,8/1/20,167464,August,202008,2020,Marketing Cloud,Email,5,48
WKSU,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,62,90
Recruiting,11/1/20,17131,November,202011,2020,Marketing Cloud,Email,37,51
Human Resources,10/1/20,355184,October,202010,2020,Marketing Cloud,Email,4,73
IT,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,74,96
Academic Affairs,9/1/20,350000,September,202009,2020,Constant Contact,Email,13,69
Recruiting,12/1/20,0,December,202012,2020,Marketing Cloud,Email,22,49
Recruiting,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,35,45
UCM,9/1/20,1379954,September,202009,2020,Marketing Cloud,Email,63,89
Recruiting,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,5,45
UCM,1/1/21,182327,January,202101,2021,Marketing Cloud,Email,2,75
UCM,11/1/20,17131,November,202011,2020,Marketing Cloud,Email,20,21
WKSU,8/1/20,92268,August,202008,2020,Marketing Cloud,Email,11,29
Recruiting,9/1/20,11590,September,202009,2020,Marketing Cloud,Email,20,22
UCM,1/1/21,38603,January,202101,2021,Phone,Phone Call,15,37
WKSU,9/1/20,1029207,September,202009,2020,Marketing Cloud,Email,6,39
UCM,12/1/20,34478,December,202012,2020,Marketing Cloud,Email,14,27
Human Resources,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,61,98
IT,11/1/20,700000,November,202011,2020,TargetX Messaging,Text Message,3,24
Academic Affairs,9/1/20,136769,September,202009,2020,Marketing Cloud,Email,57,72
Recruiting,11/1/20,723568,November,202011,2020,TargetX Messaging,Text Message,12,67
UCM,11/1/20,74152,November,202011,2020,Marketing Cloud,Email,2,9
UCM,9/1/20,47428,September,202009,2020,Marketing Cloud,Email,11,14
Student Affairs,12/1/20,106010,December,202012,2020,Marketing Cloud,Email,1,9
WKSU,11/1/20,17131,November,202011,2020,TargetX Email,Email,20,84
Student Affairs,10/1/20,0,October,202010,2020,Marketing Cloud,Email,47,62
WKSU,1/1/21,106010,January,202101,2021,Marketing Cloud,Email,55,58
UCM,8/1/20,27782,August,202008,2020,Phone,Phone Call,13,25
Recruiting,10/1/20,373,October,202010,2020,Marketing Cloud,Email,87,100
Student Affairs,12/1/20,167464,December,202012,2020,Marketing Cloud,Email,13,13
WKSU,12/1/20,350000,December,202012,2020,Marketing Cloud,Email,38,53
UCM,9/1/20,36157,September,202009,2020,Marketing Cloud,Email,28,83
UCM,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,36,56
UCM,11/1/20,100,November,202011,2020,Marketing Cloud,Email,20,42
Student Affairs,1/1/21,92268,January,202101,2021,Flashline,Portal Alert,25,33
WKSU,9/1/20,355184,September,202009,2020,Marketing Cloud,Email,6,100
Recruiting,8/1/20,19871,August,202008,2020,Marketing Cloud,Email,59,99
Academic Affairs,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,21,75
Recruiting,9/1/20,500000,September,202009,2020,Marketing Cloud,Email,58,60
IT,9/1/20,38603,September,202009,2020,Marketing Cloud,Email,3,3
Student Affairs,1/1/21,0,January,202101,2021,Marketing Cloud,Email,32,53
Recruiting,10/1/20,3432,October,202010,2020,Marketing Cloud,Email,33,35
Academic Affairs,8/1/20,74152,August,202008,2020,Marketing Cloud,Email,43,49
Student Affairs,11/1/20,0,November,202011,2020,Marketing Cloud,Email,53,57
WKSU,12/1/20,42015,December,202012,2020,Marketing Cloud,Email,74,94
WKSU,9/1/20,500000,September,202009,2020,Marketing Cloud,Email,2,16
UCM,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,27,35
Recruiting,10/1/20,136769,October,202010,2020,Marketing Cloud,Email,2,2
Academic Affairs,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,30,54
Student Affairs,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,8,29
IT,11/1/20,38603,November,202011,2020,Marketing Cloud,Email,50,94
IT,8/1/20,20217,August,202008,2020,Marketing Cloud,Email,5,18
WKSU,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,26,50
Human Resources,10/1/20,34478,October,202010,2020,Marketing Cloud,Email,41,52
Academic Affairs,10/1/20,141779,October,202010,2020,Marketing Cloud,Email,15,16
Human Resources,9/1/20,87671,September,202009,2020,Marketing Cloud,Email,15,21
Human Resources,1/1/21,723568,January,202101,2021,Marketing Cloud,Email,12,48
Recruiting,11/1/20,125000,November,202011,2020,Marketing Cloud,Email,1,1
Recruiting,11/1/20,182327,November,202011,2020,Marketing Cloud,Email,38,85
UCM,12/1/20,136769,December,202012,2020,Marketing Cloud,Email,13,20
Academic Affairs,11/1/20,350000,November,202011,2020,Marketing Cloud,Email,17,17
UCM,1/1/21,350000,January,202101,2021,TargetX Email,Email,3,6
Recruiting,11/1/20,700000,November,202011,2020,Marketing Cloud,Email,16,65
WKSU,9/1/20,17131,September,202009,2020,Marketing Cloud,Email,0,31
Academic Affairs,11/1/20,38603,November,202011,2020,Marketing Cloud,Email,81,92
Student Affairs,8/1/20,245595,August,202008,2020,Marketing Cloud,Email,4,90
UCM,1/1/21,0,January,202101,2021,Marketing Cloud,Email,35,48
Academic Affairs,8/1/20,182327,August,202008,2020,Marketing Cloud,Email,15,26
Academic Affairs,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,25,43
Student Affairs,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,2,73
Academic Affairs,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,31,32
Recruiting,8/1/20,1379954,August,202008,2020,Marketing Cloud,Email,59,65
Recruiting,10/1/20,106010,October,202010,2020,TargetX Messaging,Text Message,70,74
Academic Affairs,8/1/20,80283,August,202008,2020,Marketing Cloud,Email,85,88
IT,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,18,43
Student Affairs,12/1/20,245595,December,202012,2020,Marketing Cloud,Email,1,90
Recruiting,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,56,100
Academic Affairs,11/1/20,355184,November,202011,2020,Marketing Cloud,Email,33,90
Recruiting,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,33,34
Recruiting,8/1/20,40000,August,202008,2020,Marketing Cloud,Email,51,77
WKSU,1/1/21,100,January,202101,2021,Constant Contact,Email,44,69
Recruiting,9/1/20,80283,September,202009,2020,Marketing Cloud,Email,60,63
Student Affairs,8/1/20,1271250,August,202008,2020,Marketing Cloud,Email,53,100
Student Affairs,11/1/20,102360,November,202011,2020,Marketing Cloud,Email,57,60
UCM,11/1/20,58502,November,202011,2020,Flashline,Portal Alert,69,70
Human Resources,9/1/20,1006194,September,202009,2020,Marketing Cloud,Email,30,86
Academic Affairs,1/1/21,100,January,202101,2021,Marketing Cloud,Email,27,71
Academic Affairs,10/1/20,102360,October,202010,2020,Marketing Cloud,Email,33,34
UCM,11/1/20,87671,November,202011,2020,Marketing Cloud,Email,9,93
Student Affairs,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,23,25
IT,10/1/20,355184,October,202010,2020,Marketing Cloud,Email,13,49
UCM,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,2,20
Human Resources,11/1/20,0,November,202011,2020,Phone,Phone Call,6,40
Human Resources,12/1/20,259644,December,202012,2020,Marketing Cloud,Email,43,91
Recruiting,10/1/20,0,October,202010,2020,Flashline,Portal Alert,42,49
IT,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,39,65
Student Affairs,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,33,48
Recruiting,8/1/20,350000,August,202008,2020,Marketing Cloud,Email,7,68
Recruiting,8/1/20,723568,August,202008,2020,Marketing Cloud,Email,10,26
Recruiting,10/1/20,0,October,202010,2020,Marketing Cloud,Email,57,94
UCM,10/1/20,87671,October,202010,2020,Marketing Cloud,Email,3,3
Recruiting,9/1/20,182327,September,202009,2020,Marketing Cloud,Email,3,5
WKSU,1/1/21,1271250,January,202101,2021,TargetX Email,Email,35,43
WKSU,11/1/20,20217,November,202011,2020,Marketing Cloud,Email,41,52
IT,8/1/20,136255,August,202008,2020,Marketing Cloud,Email,60,88
Recruiting,8/1/20,136255,August,202008,2020,Marketing Cloud,Email,5,11
Human Resources,8/1/20,38603,August,202008,2020,Marketing Cloud,Email,20,80
Recruiting,12/1/20,102360,December,202012,2020,Marketing Cloud,Email,13,16
UCM,9/1/20,141779,September,202009,2020,Marketing Cloud,Email,3,24
UCM,1/1/21,373,January,202101,2021,Cognos Report to Email,Email,13,45
Human Resources,10/1/20,373,October,202010,2020,Marketing Cloud,Email,3,33
WKSU,10/1/20,39863,October,202010,2020,Phone,Phone Call,8,94
Student Affairs,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,60,74
